ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
NVDA,NVIDIA Corporation,Technology,Semiconductors,NASDAQ,220.78,140227025,5331174293504,7.4791,208.62,195.8,1.6256,-2.86,8.79,3.19,3.64,0.0,85.0,2,236.54,164.07,-6.66,0.0,,8,,20260901
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,339.35,31574739,4150228680704,8.5458,349.2,334.57,-1.1531,-11.16,-1.49,41.29,13.2,0.0,48.25,3,408.61,206.2,-16.95,0.0,,8,,20260901
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,335.41,21390814,4102042681344,8.23,347.37,333.49,-1.453,-11.3,-2.72,38.87,11.77,0.0,47.0,3,404.47,206.96,-17.07,0.0,,8,,20260901
AAPL,Apple Inc.,Technology,Consumer Electronics,NASDAQ,316.85,54939019,4624166158336,7.236,312.19,282.36,0.6436,2.15,7.56,17.23,10.08,0.0,87.5,2,344.57,225.95,-8.04,0.0,,8,,20260901
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,NASDAQ,507.29,38141796,3766905208832,11.6996,432.55,429.41,6.3886,8.98,15.45,-19.16,-0.01,0.0,91.25,2,553.72,349.2,-8.39,0.0,,8,,20260901
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NASDAQ,259.77,49073576,2801960484864,7.1973,251.97,238.73,1.0842,-1.95,12.31,-7.35,0.88,0.0,82.5,2,287.2,196.0,-9.55,0.0,,8,,20260901
AVGO,Broadcom Inc.,Technology,Semiconductors,NASDAQ,370.34,25813855,1761922252800,13.421,385.29,368.63,-1.1137,-20.74,4.24,1.35,-3.16,0.0,43.25,3,495.0,287.17,-25.18,0.0,,8,,20260901
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,NYSE,415.32,13426336,2154046423040,12.4744,422.5,369.11,-0.5753,-5.82,0.75,56.72,21.5,0.0,44.5,3,479.0,225.63,-13.29,0.0,,8,,20260901
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,NASDAQ,367.95,41278333,1453236027392,13.6789,359.82,400.57,0.5941,-12.91,-21.12,-13.16,-15.88,0.0,53.25,3,498.83,297.38,-26.24,0.0,,8,,20260901
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,NASDAQ,572.34,18494604,1458039816192,19.3238,592.05,621.73,-1.0198,-5.98,-24.62,-43.06,-27.34,0.0,36.5,4,790.8,520.26,-27.63,0.0,,8,,20260901
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,NYSE,1156.73,2883534,1031059406848,37.6166,1186.72,1057.56,-0.7973,5.66,1.64,39.51,17.8,0.0,70.75,3,1292.65,712.05,-10.51,0.0,,8,,20260901
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,NASDAQ,104.87,24647114,834563735552,2.6295,111.53,118.05,-2.5316,-9.65,-29.31,-9.48,-16.46,0.0,10.0,4,135.16,96.51,-22.41,0.0,,8,,20260901
MU,"Micron Technology, Inc.",Technology,Semiconductors,NASDAQ,958.73,45365950,1082783105024,58.2143,951.47,591.87,0.1247,-8.78,120.11,667.59,306.88,0.0,62.5,2,1255.0,114.25,-23.61,0.0,,8,,20260901
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,NYSE,356.02,8380647,946367430656,5.6102,347.55,315.25,1.5091,19.2,8.45,1.0,8.16,0.0,87.5,2,366.5,279.1,-2.86,0.0,,8,,20260901
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,NASDAQ,470.72,27545658,768438632448,24.1444,504.74,336.72,-1.4091,-9.11,124.65,159.71,105.24,0.0,35.0,3,584.73,149.22,-19.5,0.0,,8,,20260901
XOM,ExxonMobil Holdings Corporation,Energy,Oil & Gas Integrated,NYSE,160.95,15562890,661812215808,3.4782,150.26,142.14,3.0724,7.06,-6.59,26.6,10.1,0.0,92.5,2,176.41,108.35,-8.76,0.0,,8,,20260901
ASMLF,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,PNK,1691.74,8882,649797304320,57.2296,1762.34,1466.59,-1.2336,0.78,7.5,100.06,42.84,0.0,67.0,3,1991.64,715.99,-15.06,0.0,,8,,20260901
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,NASDAQ,1696.01,1850293,651437473792,56.1126,1762.38,1463.76,-1.1827,2.89,7.21,104.1,44.89,0.0,72.0,3,1999.96,716.2,-15.2,0.0,,8,,20260901
V,Visa Inc.,Financial Services,Credit Services,NYSE,379.37,7943044,708301750272,6.4288,358.99,332.01,3.1699,16.37,6.48,-10.21,2.28,0.0,88.75,2,385.57,293.89,-1.61,0.0,,8,,20260901
INTC,Intel Corporation,Technology,Semiconductors,NASDAQ,89.51,117017876,473159270400,5.521,104.03,73.04,-2.6303,-19.51,84.38,239.53,120.47,0.0,35.0,3,142.35,23.68,-37.12,0.0,,8,,20260901
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,NYSE,265.85,7845769,640671547392,5.2508,257.75,231.84,1.542,18.15,-4.25,35.43,17.22,0.0,91.25,2,276.47,173.33,-3.84,0.0,,8,,20260901
