ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
RDEIY,"Redeia Corporación, S.A.",Utilities,Utilities - Regulated Electric,PNK,8.91,84213,9615598592,0.1481,8.58,8.48,2.2196,1.81,-10.21,-26.89,-13.88,0.0,90.0,2,11.04,8.08,-19.29,0.0,,8,,20260807
NXSNF,"NextVision Stabilized Systems, Ltd.",Industrials,Security & Protection Services,PNK,75.81,117,7012329984,0.6742,86.84,83.5,-16.3596,-38.32,-30.7,14.75,-14.42,0.0,12.0,4,123.19,39.19,-38.46,0.0,,8,,20260807
EVKIY,Evonik Industries AG,Basic Materials,Specialty Chemicals,PNK,10.57,17533,9849375744,0.3478,9.41,8.48,3.333,4.58,21.78,-6.63,6.12,0.0,93.75,2,10.66,7.24,-0.86,0.0,,8,,20260807
BZZUF,Buzzi S.p.A.,Basic Materials,Building Materials,PNK,47.6,434,8401954304,0.3017,50.2,54.95,-8.602,-15.28,-30.3,-32.75,-27.52,0.0,1.25,4,63.8,46.5,-25.39,0.0,,8,,20260807
UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,NYSE,75.27,237879,14714848256,1.9815,66.22,55.26,4.5661,38.45,34.77,9.15,25.44,0.0,91.25,2,76.15,41.95,-1.16,0.0,,8,,20260807
QABSY,Qantas Airways Limited,Industrials,Airlines,PNK,37.51,36976,11352019968,0.7312,35.29,33.17,3.0417,11.49,-6.82,-16.64,-6.17,0.0,88.75,2,41.65,28.15,-9.94,0.0,,8,,20260807
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,NYSE,59.41,2317076,0,2.1885,58.73,50.34,0.3128,-10.56,11.07,75.47,31.42,0.0,58.75,2,66.02,29.15,-10.01,0.0,,8,,20260807
LINE,"Lineage, Inc.",Real Estate,REIT - Industrial,NASDAQ,42.36,1033310,10621679616,1.5252,42.78,37.46,-0.2733,1.28,3.94,-23.17,-7.57,0.0,72.0,3,45.75,31.33,-7.41,0.0,,8,,20260807
ASMVF,ASMPT Limited,Technology,Semiconductor Equipment & Materials,PNK,21.0,30,8807169024,0.0426,21.89,14.81,-20.8291,-6.55,110.42,184.23,110.7,0.0,62.0,3,22.6,7.44,-7.08,0.0,,8,,20260807
CCOEF,"Capcom Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,PNK,24.0,13415,10039411712,0.3578,20.15,22.52,10.7707,0.72,-11.61,-36.17,-18.35,0.0,51.25,3,28.5,16.45,-15.79,0.0,,8,,20260807
LZRFY,Localiza Rent a Car S.A.,Industrials,Rental & Leasing Services,OQX,7.13,29074,7875904512,0.4153,7.65,8.49,-1.2629,-29.59,-38.71,-10.08,-24.98,0.0,5.0,4,11.76,5.98,-39.37,0.0,,8,,20260807
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,NASDAQ,256.12,1011391,8684474368,28.0373,284.64,168.31,-1.0171,-0.23,89.87,217.68,118.47,0.0,58.75,3,355.0,71.35,-27.85,0.0,,8,,20260807
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,NCM,20.52,16626479,7759663616,2.1723,23.94,18.53,-1.5733,-20.86,55.43,52.43,35.16,0.0,37.5,3,30.32,10.95,-32.32,0.0,,8,,20260807
ACM,AECOM,Industrials,Engineering & Construction,NYSE,75.84,2106694,0,2.0933,70.24,89.95,2.6744,-12.46,-37.22,-58.88,-39.7,0.0,37.5,3,135.52,66.28,-44.04,0.0,,8,,20260807
REGMF,"RemeGen Co., Ltd.",Healthcare,Biotechnology,PNK,12.05,5,6791479808,0.0024,12.05,11.01,0.0,5.05,2.71,114.4,47.97,0.0,75.0,3,12.85,5.06,-6.23,0.0,,8,,20260807
ONBPP,Old National Bancorp,Financial Services,Banks - Regional,NASDAQ,24.86,9884,0,0.1111,24.56,24.15,2.6754,-3.75,-11.81,-17.12,-11.92,0.0,87.5,2,25.6,24.41,-2.89,0.0,,8,,20260807
ONB,Old National Bancorp,Financial Services,Banks - Regional,NASDAQ,26.56,4125006,10161058816,0.5011,25.63,23.36,1.8485,4.54,-9.53,7.82,0.93,0.0,87.5,2,27.32,19.39,-2.78,0.0,,8,,20260807
ONBPO,Old National Bancorp - Deposita,Financial Services,Banks - Regional,NASDAQ,24.8,5722,0,0.1305,24.53,24.15,2.054,-4.41,-11.98,-17.1,-12.13,0.0,87.5,2,25.46,24.53,-2.58,0.0,,8,,20260807
SCRPF,Sembcorp Industries Ltd,Utilities,Utilities - Diversified,PNK,4.34,900,7726999040,0.0404,4.75,4.8,-10.0501,-26.94,-17.01,-47.88,-31.84,0.0,12.0,4,5.98,4.11,-27.42,0.0,,8,,20260807
ACLIF,Accelleron Industries AG,Industrials,Specialty Industrial Machinery,PNK,90.25,6,8487194624,0.6106,98.62,87.29,-13.7021,-22.43,6.24,-23.85,-12.96,0.0,25.0,3,109.3,77.0,-17.43,0.0,,8,,20260807
SSB,SouthState Bank Corporation,Financial Services,Banks - Regional,NYSE,108.12,806079,10484887552,2.1874,100.42,95.97,3.5211,5.77,-12.05,-4.41,-4.54,0.0,90.0,2,108.72,84.48,-0.55,0.0,,8,,20260807
ALBKY,Alpha Bank S.A.,Financial Services,Banks - Regional,PNK,1.26,20162,11635241984,0.0483,1.13,1.02,2.679,13.75,-7.97,11.29,5.16,0.0,83.75,2,1.26,0.73,-0.0,0.0,,8,,20260807
JSAIY,J Sainsbury plc,Consumer Defensive,Grocery Stores,OQX,19.1,81450,10413107200,0.2898,17.66,17.47,4.967,6.42,-8.28,4.69,0.58,0.0,92.5,2,19.9,15.87,-4.02,0.0,,8,,20260807
TX,Ternium S.A. Ternium S.A.,Basic Materials,Steel,NYSE,53.9,537101,0,1.6842,46.96,41.31,4.1201,14.07,13.98,54.73,30.3,0.0,90.0,2,54.38,31.35,-0.88,0.0,,8,,20260807
MDDNF,Meridian Energy Limited,Utilities,Utilities - Renewable,PNK,3.28,155,8655175680,0.0051,3.39,3.28,-21.0356,-9.93,-9.57,-21.64,-14.49,0.0,38.25,3,3.62,2.84,-9.39,0.0,,8,,20260807
NCLTY,"Nitori Holdings Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",PNK,9.0,230974,10171029504,0.3879,7.82,8.27,3.0515,22.79,-15.16,-16.28,-6.12,0.0,88.75,3,11.56,6.9,-22.15,0.0,,8,,20260807
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,NASDAQ,88.58,9705472,5795185664,10.7236,72.41,48.46,1.5079,-24.27,318.86,4155.67,1767.8,0.0,63.75,2,143.16,2.05,-38.13,0.0,,8,,20260807
