ticker
NVDA
GOOGL
GOOG
AAPL
MSFT
AMZN
AVGO
TSM
TSLA
META
BRK.B
BRK.A
LLY
WMT
MU
JPM
JPM/PJ
JPM/PK
JPM/PC
JPM/PD
JPM/PM
JPM/PL
AMD
XOM
ASMLF
ASML
V
INTC
JNJ
ORCL
ORCL/PD
TCEHY
TCTZF
CSCO
COST
MA
CAT
LRCX
CVX
ABBV
NFLX
BML/PG
BAC/PO
BACRP
BAC/PS
BAC/PB
BAC/PL
BAC/PK
BML/PH
BML/PJ
BML/PL
BAC/PE
BAC/PQ
BAC/PN
BAC/PP
BAC/PM
BAC
IDCBY
IDCBF
UNH
RHHBF
KO
AMAT
RHHBY
RHHVF
PG
PLTR
ACGBY
ARM
ACGBF
HSBC
MS/PQ
MS/PF
MS/PL
MS/PA
MS/PK
MS
MS/PE
MS/PI
MS/PP
MS/PO
CICHF
GE
BABAF
HD
HBCYF
BABA
MRK
CICHY
PCCYF
PM
GS/PC
GS/PD
GS/PA
GS
AZN
CYATY
CTATF
TXN
GEV
NVS
LVMUY
LVMHF
NVSEF
RY
NSRGY
BACHF
BACHY
TOYOF
NSRGF
QCOM
KLAC
RYDAF
TM
SFTBY
SFTBF
SHEL
LIN
IBM
RTX
SIEGY
WFC/PD
WFC/PY
WFC/PL
WFC/PC
WFC/PZ
WFC
WFC/PA
SMAWF
LRLCY
LRLCF
SNDK
MUFG
BHP
C/PR
C
KXHCF
BHPLF
AXP
PANW
MBFJF
TMUS
SAPGF
SAP
PEP
TTE
VZ
MCD
NVO
ABLZF
CMWAY
KXIAY
HESAF
HESAY
NONOF
ANET
ADI
DELL
ABBNY
TD
BCDRF
NEE/PT
NEE
NEE/PV
NEE/PS
IDEXY
AMGN
IDEXF
RTNTF
STX
RTPPF
RIO
DIS
SBGSF
SAN
SBGSY
T
T/PA
T/PC
TJX
BLK
SMERY
BA
BA/PA
MRVL
SMEGF
ALIZF
ALIZY
CRWD
DTEGF
GLW
WDC
GILD
TMO
BUDFF
BUD
DTEGY
APH
APP
UNP
SCHW
SCHW/PD
SCHW/PJ
EADSF
FRCOF
ISRG
EADSY
IBDSF
WELL
ABT
ETN
IBDRY
SCCO
PIAIF
FRCOY
PFE
CRM
SMFNF
COP
BTAFF
UBER
BX
TOELF
HON
SMFG
HTHIF
DE
TOELY
HTHIY
UBS
BTI
PNGAY
RYCEY
RLLCF
CIHHF
CIHKY
RYCEF
SAFRF
PLDGP
PLD
DBSDF
CSUAY
DBSDY
SAFRY
IBKR
SONY
PDD
SHOP
SNEJF
BBVXF
CILJF
UNCFF
CB
EBGEF
ENNPF
EBBGF
EBBNF
ENB
UNCRY
BBVA
VRT
BKNG
IVSBF
UL
SPGI
MO
LMT
KYCCF
UNLYF
HDB
DHR
BMY
SYK
PBR
PBR.A
AIQUY
IVSXF
LOW
ZIJMF
BPAQF
AIQUF
ZIJMY
ADTTF
CFRHF
CVS
MSBHF
MTSUY
ATEYY
SBUX
COF
COF/PJ
COF/PL
COF/PI
COF/PN
COF/PK
PGR
CFRUY
AAIGF
BNPQY
MZHOF
NEM
AAGIY
IITSF
ENLAY
BP
MFG
ESOCF
BYDDY
ISNPY
BYDDF
BNPQF
BMO
IFNNY
HNHPF
VRTX
ACN
PH
PWR
ZURVY
SNY
IFNNF
ZFSVF
CM
SPOT
SO
SNYNF
EQIX
CEG
CME
NOW
GLAXF
CDNS
HWM
GSK
BAMGF
BN
CNQ
MDT
SNPS
MITSF
TT
ADBE
EQNR
MITSY
XIACY
XIACF
BNS
FTNT
DUK
DUK/PA
ITOCF
MAR
AXAHF
WMB
AXAHY
BNY
BNY/PK
ITOCY
BRCFF
STOHF
CIXPF
IBN
FDX
GMBXF
MGCOF
CHDRY
ESLOY
ESLOF
GD
TKOMF
CAIXY
GPMXY
MCK
SBKFF
PROSF
CHDRF
PROSY
ADP
CMCSA
SNPMF
GLNCY
GLCNF
WBKCY
FCX
INGVF
ATLCY
ATLKY
ATLFF
ATLPF
TKOMY
MGCLY
CMI
AEM
PNC
INTU
WM
HCA
SHECY
ITUB
ING
NOKBF
NGGTF
BCMXY
ICE
BE
NOK
BSX
UPS
EPD
ELV
AMT
SLB
NGG
USB/PR
USB/PA
USB/PS
USB/PH
USB/PQ
USB
USB/PP
CHGCF
WEBNF
MNST
MHVYF
CSX
KKR
KKR/PD
JCI
MELI
SHECF
MHVIY
CHGCY
MRAAF
RCRUY
AMXOF
MIELY
EIPAF
BCLYF
OVCHY
NABZY
MRAAY
CIEN
RACE
OVCHF
NTTYY
RCRRF
ENGQF
BCS
MIELF
AMX
SU
NXPI
NPPXF
ENGIY
ABNB
MMM
MDLZ
E
DDOG
MRSH
NOC
VCISY
VCISF
RKLB
BAESY
BAESF
MCO
MPWR
LLDTF
ASX
LLOBF
LYG
CP
BAM
EMR
NET
ANZGY
SHW
ORLY
ANZGF
CI
ROST
EOG
KMI
CVNA
MPC
APO/PA
APO
TRPPF
TRPRF
COHR
TRP
LITE
VLO
HLT
VOLAF
ITW
CL
NTES
AEP
ECL
PSX
GM
NSC
VOLVF
CNI
DASH
JPPTY
MURGF
AON
CTAS
MURGY
ARZGY
ET/PI
ET
VALE
NETTF
ARZGF
RCL
JAPAF
JAPAY
VLVLY
B
TDG
WBD
HKXCF
DLR/PL
DLR/PJ
DLR
DLR/PK
MSI
CRH
REGN
SOBKY
SPG
SPG/PJ
HOOD
RNMBY
NKE
HKXCY
MKGAF
SFBQF
BKR
RNMBF
TRV
BHKLY
MKKGY
DHLGY
DPSTF
MFC
NRDBY
APD
KDDIY
IMO
KDDIF
FIX
RSG
MPNGY
NBNKF
RBSPF
MQBKY
NWG
MPNGF
NU
NNFSF
PSTVY
BNKHF
