ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
NVDA,NVIDIA Corporation,Technology,Semiconductors,NASDAQ,,133310522,5272738725888,6.6015,,,,,,,,0.0,20.75,3,236.54,164.27,,0.0,,8,,20260911
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,,30043272,4067676389376,6.0308,,,,,,,,0.0,24.5,3,408.61,235.84,,0.0,,8,,20260911
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,,20043951,4040648556544,5.8321,,,,,,,,0.0,23.25,3,404.47,236.58,,0.0,,8,,20260911
AAPL,Apple Inc.,Technology,Consumer Electronics,NASDAQ,,53416348,4766021713920,7.1069,,,,,,,,0.0,22.0,3,344.57,226.65,,0.0,,8,,20260911
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,NASDAQ,,36277025,3656635645952,9.3608,,,,,,,,0.0,27.0,3,553.72,349.2,,0.0,,8,,20260911
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NASDAQ,,47719659,2716964487168,4.7069,,,,,,,,0.0,20.75,3,287.2,196.0,,0.0,,8,,20260911
AVGO,Broadcom Inc.,Technology,Semiconductors,NASDAQ,,24070724,1716677640192,9.3477,,,,,,,,0.0,19.5,3,495.0,289.96,,0.0,,8,,20260911
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,NYSE,,12788422,2219966464000,8.4708,,,,,,,,0.0,24.5,3,479.0,257.98,,0.0,,8,,20260911
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,NASDAQ,,41272938,1435897430016,13.32,,,,,,,,0.0,24.5,3,498.83,297.38,,0.0,,8,,20260911
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,NASDAQ,,18158843,1641561980928,17.6162,,,,,,,,0.0,25.75,3,790.8,520.26,,0.0,,8,,20260911
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,NYSE,,2773245,1000993980416,29.1854,,,,,,,,0.0,18.25,3,1292.65,712.05,,0.0,,8,,20260911
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,NASDAQ,,24300303,838834978816,1.8538,,,,,,,,0.0,20.75,3,135.16,98.88,,0.0,,8,,20260911
MU,"Micron Technology, Inc.",Technology,Semiconductors,NASDAQ,,41770890,1103880126464,40.1439,,,,,,,,0.0,25.75,3,1255.0,147.61,,0.0,,8,,20260911
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,NYSE,,8065153,939828314112,5.6477,,,,,,,,0.0,19.5,3,366.5,279.1,,0.0,,8,,20260911
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,NASDAQ,,25920704,822114451456,15.8531,,,,,,,,0.0,24.5,3,584.73,149.85,,0.0,,8,,20260911
XOM,ExxonMobil Holdings Corporation,Energy,Oil & Gas Integrated,NYSE,,15493640,679411187712,2.8223,,,,,,,,0.0,27.0,3,176.41,110.39,,0.0,,8,,20260911
ASMLF,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,PNK,1691.73,8300,649793503232,54.2206,1740.48,1490.8,-0.8992,,,,,0.0,47.0,3,1991.64,800.68,-15.06,0.0,,8,,20260911
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,NASDAQ,,1736043,648141864960,36.4677,,,,,,,,0.0,23.25,3,1999.96,798.51,,0.0,,8,,20260911
