ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
NVDA,NVIDIA Corporation,Technology,Semiconductors,NASDAQ,203.28,157303991,4923644706816,7.3348,209.73,192.28,-0.8789,-3.86,1.04,-1.81,-1.32,0.0,74.5,3,236.54,164.07,-14.06,0.0,,8,,20260720
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,351.99,31960349,4295183564800,11.7733,369.57,321.88,-1.4932,-1.69,-1.86,72.81,28.05,0.0,77.0,3,408.61,186.15,-13.86,0.0,,8,,20260720
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,NASDAQ,351.37,21835988,4287617826816,11.6081,367.0,321.17,-1.3465,-1.18,-2.17,71.31,27.47,0.0,78.25,3,404.47,187.05,-13.13,0.0,,8,,20260720
AAPL,Apple Inc.,Technology,Consumer Electronics,NASDAQ,326.59,55129826,4796743417856,8.2675,303.42,274.24,2.8026,16.2,18.95,36.65,25.34,0.0,91.25,2,334.99,201.5,-2.51,0.0,,8,,20260720
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,NASDAQ,402.29,39555857,2988385239040,12.2008,401.1,437.3,0.0976,-9.41,-19.28,-40.22,-25.19,0.0,50.75,3,555.45,349.2,-27.57,0.0,,8,,20260720
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,NASDAQ,249.99,49464986,2689169883136,7.4539,251.63,234.21,-0.2204,-5.0,-2.81,-7.81,-5.36,0.0,54.5,3,278.56,196.0,-10.26,0.0,,8,,20260720
AVGO,Broadcom Inc.,Technology,Semiconductors,NASDAQ,378.16,26354809,1799126515712,17.0255,401.6,362.73,-1.377,-11.6,2.88,13.51,3.51,0.0,33.75,3,495.0,273.0,-23.6,0.0,,8,,20260720
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,NYSE,402.3,14185160,2086518390784,18.6473,424.86,350.97,-1.2099,4.07,10.59,46.15,23.18,0.0,60.0,3,479.0,223.7,-16.01,0.0,,8,,20260720
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,NASDAQ,369.57,49145609,1388002803712,16.8953,409.22,416.67,-2.3466,-12.52,-23.5,-3.76,-12.86,0.0,33.75,4,498.83,297.82,-25.91,0.0,,8,,20260720
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,NASDAQ,645.85,18254267,1639440580608,25.6979,604.9,639.08,1.5934,-10.88,-3.55,-27.09,-14.8,0.0,62.5,3,796.25,520.26,-18.89,0.0,,8,,20260720
