ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
KLBAY,Klabin S.A.,Basic Materials,Paper & Paper Products,PNK,6.65,4909,20458426368,0.1475,6.9,7.05,-1.6876,-21.98,-10.0,-24.43,-18.77,0.0,34.0,4,10.23,5.98,-34.98,0.0,,8,,20260626
VEMLF,Venture Corporation Limited,Technology,Electronic Components,PNK,13.99,210,4022543104,0.0121,13.52,11.03,38.6216,3.19,52.44,39.77,35.06,0.0,75.0,2,14.16,9.16,-1.2,0.0,,8,,20260626
TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,NYSE,13.8,1520424,4361006080,0.4539,13.1,13.63,1.5439,-6.65,2.45,6.61,1.84,0.0,90.0,3,17.88,10.28,-22.82,0.0,,8,,20260626
RXO,"RXO, Inc.",Industrials,Trucking,NYSE,27.12,2322353,4472638976,1.4499,23.13,16.99,2.7536,77.69,106.18,51.12,77.03,0.0,90.0,2,29.86,10.43,-9.18,0.0,,8,,20260626
VEMLY,Venture Corporation Limited,Technology,Electronic Components,PNK,69.86,59,4017367552,0.2847,69.78,60.61,0.2657,5.48,23.34,52.46,30.52,0.0,75.0,2,72.94,41.67,-4.22,0.0,,8,,20260626
HCHDF,Hochschild Mining plc,Basic Materials,Other Precious Metals & Mining,OQX,6.25,7650,3215365120,0.4749,8.08,7.12,-3.8435,-32.16,-14.51,64.77,12.79,0.0,15.0,4,11.23,3.34,-44.35,0.0,,8,,20260626
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,NYSE,46.23,825703,4885575168,1.316,39.43,41.11,5.1643,6.52,8.33,-34.97,-9.44,0.0,91.25,3,57.04,35.68,-18.95,0.0,,8,,20260626
SOHVY,"Sumitomo Heavy Industries, Ltd.",Industrials,Specialty Industrial Machinery,PNK,8.27,195,3934980352,0.0468,8.33,7.5,-1.1774,-12.63,18.98,49.65,23.35,0.0,62.0,3,10.16,4.95,-18.6,0.0,,8,,20260626
TUIFF,TUI AG,Consumer Cyclical,Travel Services,PNK,8.22,108,4171083264,0.0433,7.86,8.97,8.3961,-6.02,-19.88,-10.67,-12.73,0.0,37.0,3,11.15,7.2,-26.28,0.0,,8,,20260626
GCWOF,"GCC, S.A.B. de C.V.",Basic Materials,Building Materials,PNK,11.39,1287,3715002624,0.1164,11.85,10.41,-3.9231,1.25,17.65,7.67,9.56,0.0,63.25,3,12.43,8.76,-8.37,0.0,,8,,20260626
WPP,WPP plc,Communication Services,Advertising Agencies,NYSE,16.13,535141,3479320064,0.7122,17.75,19.31,-2.2799,-6.24,-31.39,-72.16,-41.41,0.0,33.75,4,36.66,14.81,-56.0,0.0,,8,,20260626
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,NYSE,38.04,1903403,4466366464,1.0291,34.91,35.75,3.0371,20.85,-1.77,-2.79,3.48,0.0,88.75,3,45.03,27.36,-15.52,0.0,,8,,20260626
ATMU,Atmus Filtration Technologies Inc.,Consumer Cyclical,Auto Parts,NYSE,53.87,1274298,4399693824,1.9984,52.98,53.18,0.4469,-22.18,-6.03,28.14,3.6,0.0,61.25,3,66.5,35.48,-18.99,0.0,,8,,20260626
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,NYSE,33.8,1169545,3377666048,1.6406,37.98,31.45,-2.5455,-21.24,15.49,105.13,42.16,0.0,63.75,3,41.82,15.08,-19.18,0.0,,8,,20260626
PONY,Pony AI Inc.,Technology,Information Technology Services,NASDAQ,6.87,4594537,2978430464,0.5317,9.29,13.76,-4.5544,-42.62,-63.02,-68.64,-60.17,0.0,6.25,4,24.92,6.67,-72.43,0.0,,8,,20260626
SZGPY,Salzgitter AG,Basic Materials,Steel,PNK,5.97,945,3253276672,0.1675,6.23,4.89,-1.5426,18.38,17.23,129.26,62.33,0.0,64.5,3,7.99,2.25,-25.28,0.0,,8,,20260626
UCB,"United Community Banks, Inc.",Financial Services,Banks - Regional,NYSE,35.61,872970,4264632576,0.7368,33.17,31.84,3.3059,1.12,4.97,5.13,4.07,0.0,90.0,2,36.77,28.65,-3.15,0.0,,8,,20260626
IPGLF,Interpump Group S.p.a.,Industrials,Specialty Industrial Machinery,PNK,51.0,0,5359804416,0.0043,50.85,47.99,35.7814,-12.61,5.72,-12.05,-5.97,0.0,75.0,2,56.8,37.25,-10.21,0.0,,8,,20260626
AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,17.23,1708474,5496762368,0.569,13.76,12.57,6.0956,29.57,27.66,92.63,54.13,0.0,88.75,2,17.86,7.67,-3.53,0.0,,8,,20260626
FLNC,"Fluence Energy, Inc.",Utilities,Utilities - Renewable,NASDAQ,19.27,10615237,3551666944,2.8525,19.55,18.41,-0.0971,15.51,-8.56,189.9,76.84,0.0,72.0,3,33.51,6.06,-42.49,0.0,,8,,20260626
MWA,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery,NYSE,26.7,1238295,4177777664,0.6848,26.32,26.21,0.5547,-17.0,1.59,-7.45,-6.67,0.0,61.25,3,31.0,22.74,-13.87,0.0,,8,,20260626
SPASF,SATS Ltd.,Industrials,Airports & Air Services,PNK,3.27,62,4830119424,0.046,2.74,2.63,11.518,3.87,35.63,44.6,31.28,0.0,50.0,2,3.27,1.98,-0.0,0.0,,8,,20260626
PEYUF,Peyto Exploration & Development Corp.,Energy,Oil & Gas E&P,PNK,17.11,101995,3505122304,0.5856,18.27,16.78,-1.9867,-26.99,-0.78,0.87,-6.67,0.0,35.0,3,21.26,12.98,-19.52,0.0,,8,,20260626
ACRXF,"Acerinox, S.A.",Basic Materials,Steel,PNK,18.48,50,4606341632,0.0474,16.85,13.05,34.3123,41.69,52.6,83.44,62.21,0.0,75.0,2,18.48,9.57,0.0,0.0,,8,,20260626
BLLN,"BillionToOne, Inc.",Healthcare,Diagnostics & Research,NASDAQ,118.17,659935,5435286016,7.5429,91.75,118.17,3.5029,52.11,29.18,-1.18,22.77,0.0,90.0,3,138.7,61.96,-14.8,0.0,,8,,20260626
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,NASDAQ,618.3,140309,4765566464,24.9832,533.58,554.93,3.391,17.52,-4.08,27.45,13.93,0.0,90.0,3,713.01,397.38,-13.28,0.0,,8,,20260626
POWI,"Power Integrations, Inc.",Technology,Semiconductors,NASDAQ,79.37,1190938,4422495232,5.538,75.44,50.61,0.7102,45.68,109.13,22.89,58.77,0.0,85.0,2,91.18,30.86,-12.95,0.0,,8,,20260626
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,NYSE,67.32,796708,3347867392,3.0254,78.58,66.31,-3.7227,-29.98,25.29,28.53,12.77,0.0,38.75,3,93.13,45.18,-27.71,0.0,,8,,20260626
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction,NYSE,88.82,701511,4875709952,3.5641,76.09,79.98,3.5728,6.05,-1.95,22.55,9.85,0.0,90.0,3,99.17,60.13,-10.44,0.0,,8,,20260626
ENVA,"Enova International, Inc.",Financial Services,Credit Services,NYSE,231.04,268040,5749406208,6.9702,174.81,147.13,8.0675,59.12,35.09,101.41,67.63,0.0,93.75,2,231.02,99.61,0.01,0.0,,8,,20260626
EDVGF,Endeavour Group Limited,Consumer Defensive,Beverages - Wineries & Distilleries,PNK,2.25,107,4040382720,0.0191,2.25,2.37,-0.1368,-21.46,-8.86,-29.56,-20.29,0.0,25.25,4,2.88,1.9,-21.87,0.0,,8,,20260626
SZGPF,Salzgitter AG,Basic Materials,Steel,PNK,57.97,13,3165479680,1.6225,58.13,46.34,-0.1029,28.45,31.25,133.49,71.45,0.0,62.0,3,76.94,22.8,-24.66,0.0,,8,,20260626
BNL,"Broadstone Net Lease, Inc.",Real Estate,REIT - Diversified,NYSE,21.21,2540222,4243326720,0.391,20.3,18.58,2.3193,2.13,20.43,19.38,15.43,0.0,88.75,2,21.5,15.66,-1.35,0.0,,8,,20260626
CDPYF,Canadian Apartment Properties Real Estate Investment Trust,Real Estate,REIT - Residential,PNK,24.39,29272,3772177152,0.3224,25.57,26.77,-3.6449,-18.19,-14.71,-43.91,-27.26,0.0,34.0,4,33.89,24.02,-28.03,0.0,,8,,20260626
VEON,VEON Ltd.,Communication Services,Telecom Services,NASDAQ,51.66,93450,3577009152,2.0459,52.54,51.91,-0.4318,-2.72,-8.2,5.24,-1.45,0.0,61.5,4,64.0,42.54,-19.28,0.0,,8,,20260626
NGXXF,NGEx Minerals Ltd.,Basic Materials,Other Industrial Metals & Mining,OQX,17.13,34912,3714790912,1.0827,19.39,18.9,-2.0829,-18.27,-18.11,33.87,2.64,0.0,49.5,3,23.6,10.65,-27.42,0.0,,8,,20260626
MNGPF,Man Group Plc,Financial Services,Asset Management,PNK,3.85,533,4293441024,0.0252,3.75,3.22,3.998,-9.14,23.61,42.23,22.87,0.0,75.0,2,3.9,2.1,-1.28,0.0,,8,,20260626
GFF,Griffon Corporation,Industrials,Building Products & Equipment,NYSE,96.42,372812,4422460416,3.5069,88.8,79.98,2.1728,22.6,22.31,15.29,19.57,0.0,88.75,2,97.7,65.01,-1.31,0.0,,8,,20260626
SNNRF,Sunrise Communications AG,Unknown,Unknown,PNK,51.31,5465,0,1.0505,56.85,51.31,-5.2757,-3.56,-27.68,-9.78,-14.49,0.0,25.0,3,62.83,48.41,-18.34,0.0,,8,,20260626
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,NYSE,301.74,161404,3590160640,12.5171,327.77,369.38,-2.0798,-22.12,-31.81,-52.74,-37.76,0.0,10.0,4,488.39,292.44,-38.22,0.0,,8,,20260626
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,NASDAQ,36.7,1168691,3869655808,1.7064,36.86,41.75,-0.096,-12.22,-31.43,-0.72,-14.34,0.0,23.25,4,57.99,25.83,-36.71,0.0,,8,,20260626
NDGPY,Nine Dragons Paper (Holdings) Limited,Basic Materials,Paper & Paper Products,PNK,16.75,29,3929734912,0.1184,16.3,16.83,3.7787,-38.62,8.12,79.45,24.97,0.0,37.0,3,22.8,8.3,-26.54,0.0,,8,,20260626
SNYYF,Sany Heavy Equipment International Holdings Company Limited,Industrials,Farm & Heavy Construction Machinery,PNK,0.9,2406,2944948736,0.026,1.24,1.26,-13.4402,-56.13,-25.67,-14.9,-28.98,0.0,5.0,4,2.14,0.84,-58.17,0.0,,8,,20260626
CWLLF,CWLLF,Technology,Electronic Components,PNK,2.99,17,2595815936,0.0305,2.99,2.99,0.0,-24.94,-24.94,-24.94,-24.94,0.0,62.0,3,4.46,2.99,-32.96,0.0,,8,,20260626
BETA,"BETA Technologies, Inc.",Industrials,Aerospace & Defense,NYSE,16.7,1626787,3995600384,1.1952,16.69,16.7,0.008,-1.82,-53.71,-62.47,-44.24,0.0,85.0,3,39.5,13.43,-57.72,0.0,,8,,20260626
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,NYSE,40.03,1047535,3992802048,1.6609,37.9,30.74,1.2834,-3.69,57.13,74.92,49.04,0.0,87.5,2,40.21,20.21,-0.45,0.0,,8,,20260626
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,NYSE,83.29,761670,4603634688,3.4215,72.52,70.56,3.1489,11.37,29.26,13.58,18.51,0.0,86.25,2,87.0,53.55,-4.26,0.0,,8,,20260626
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,NYSE,54.69,1033393,4294010112,1.8697,48.91,45.0,3.0923,22.21,15.9,13.33,16.45,0.0,87.5,2,55.4,36.79,-1.28,0.0,,8,,20260626
NINOY,Nikon Corporation,Consumer Cyclical,Leisure,PNK,13.84,6845,4559128064,0.8261,12.2,12.0,1.9801,-3.54,19.18,20.03,13.84,0.0,77.5,2,15.0,9.09,-7.73,0.0,,8,,20260626
PII,Polaris Inc.,Consumer Cyclical,Recreational Vehicles,NYSE,72.56,1245204,4127660288,2.8555,65.84,62.62,2.3547,15.62,3.87,71.39,33.81,0.0,92.5,2,75.25,39.98,-3.57,0.0,,8,,20260626
SNPHY,"Santen Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - General,PNK,13.1,12079,4214104064,0.4537,11.47,10.89,3.5973,9.89,18.53,-7.34,6.02,0.0,85.0,2,13.1,9.22,0.0,0.0,,8,,20260626
NP,Neptune Insurance Holdings Inc.,Financial Services,Insurance Brokers,NYSE,29.97,650891,4145777408,1.5304,27.29,29.97,1.7542,13.05,-7.45,10.89,5.01,0.0,86.25,3,33.23,14.78,-9.82,0.0,,8,,20260626
MANDF,Mandatum Oyj,Financial Services,Financial Conglomerates,PNK,7.66,29,3853696256,0.0322,7.48,6.71,5.4768,7.01,18.68,31.6,20.93,0.0,75.0,2,8.6,4.23,-11.0,0.0,,8,,20260626
BFLBF,Bilfinger SE,Industrials,Engineering & Construction,PNK,103.19,213,3811810304,0.1854,107.97,115.86,-25.7868,-22.19,-20.4,-4.01,-14.29,0.0,12.0,4,143.95,90.36,-28.32,0.0,,8,,20260626
PBMRY,PT Bumi Resources Tbk,Energy,Thermal Coal,PNK,2.23,48,7370450432,0.013,2.59,3.49,-27.7469,-70.71,-16.77,80.37,8.6,0.0,0.0,4,5.39,1.1,-58.63,0.0,,8,,20260626
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,NASDAQ,62.13,1170225,2725530368,4.885,71.66,71.67,-1.9514,4.66,-20.21,-25.66,-16.17,0.0,33.75,4,96.69,48.3,-35.74,0.0,,8,,20260626
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,NASDAQ,62.05,418280,4159551232,1.2154,57.16,50.82,4.0268,12.64,19.26,20.99,18.3,0.0,90.0,2,62.4,43.66,-0.56,0.0,,8,,20260626
IRTC,"iRhythm Holdings, Inc.",Healthcare,Medical Devices,NASDAQ,118.89,522500,3907011584,5.945,115.54,148.74,0.564,-16.48,-39.9,-42.91,-35.25,0.0,36.25,3,212.0,100.85,-43.92,0.0,,8,,20260626
DRXGY,Drax Group plc,Utilities,Utilities - Renewable,PNK,22.66,109,3809195520,0.0503,22.62,21.45,0.777,-11.64,8.15,5.86,2.28,0.0,75.0,2,25.25,17.16,-10.27,0.0,,8,,20260626
TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,NYSE,79.53,512833,4198504192,3.6248,80.19,73.2,-0.1814,-8.9,9.51,59.47,24.89,0.0,48.25,3,100.0,43.52,-20.47,0.0,,8,,20260626
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,NASDAQ,71.73,763370,4279043072,2.1319,65.23,77.09,3.0471,-9.81,-24.67,-43.98,-28.68,0.0,50.75,3,96.74,59.74,-25.85,0.0,,8,,20260626
MRX,Marex Group plc,Financial Services,Capital Markets,NASDAQ,64.23,1116754,4620120064,2.7024,56.05,41.68,3.0268,45.55,55.04,44.99,48.65,0.0,92.5,2,67.35,27.91,-4.63,0.0,,8,,20260626
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,NCM,31.5,2210762,3856222720,0.1388,30.28,24.72,8.7576,16.6,23.48,24.84,22.3,0.0,87.5,2,32.56,19.05,-3.26,0.0,,8,,20260626
WING,Wingstop Inc.,Consumer Cyclical,Restaurants,NASDAQ,166.76,1346180,4541300224,9.9746,153.82,218.34,1.2971,-5.9,-39.98,-74.29,-45.18,0.0,37.5,3,381.45,116.35,-56.28,0.0,,8,,20260626
EXSNY,Exosens,Industrials,Electrical Equipment & Parts,PNK,16.15,19,818726464,0.1046,16.15,16.15,0.0,-1.13,-1.13,-1.13,-1.13,0.0,62.0,3,17.45,16.15,-7.45,0.0,,8,,20260626
BFLBY,Bilfinger SE,Industrials,Engineering & Construction,PNK,18.16,322,3354126592,0.3723,21.42,23.22,-8.7623,-30.85,-35.01,-17.41,-26.93,0.0,2.5,4,31.3,17.85,-41.98,0.0,,8,,20260626
SEYMF,"Solaria Energía y Medio Ambiente, S.A.",Utilities,Utilities - Renewable,PNK,27.0,11,3581230336,0.0804,27.06,15.66,-0.7584,-7.62,236.11,221.24,169.23,0.0,62.0,3,28.8,7.88,-6.25,0.0,,8,,20260626
UNLRF,PT Unilever Indonesia Tbk,Consumer Defensive,Household & Personal Products,PNK,0.07,11012,2810611200,0.0009,0.09,0.12,-15.4133,-47.74,-64.77,-29.86,-46.55,0.0,0.0,4,0.17,0.06,-56.98,0.0,,8,,20260626
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,NYSE,26.96,3024201,4387144704,0.8324,24.94,23.59,2.43,-8.96,16.75,17.92,10.79,0.0,63.75,2,30.42,18.77,-11.37,0.0,,8,,20260626
FRMI,Fermi Inc.,Real Estate,REIT - Specialty,NASDAQ,9.49,19037545,6055410688,0.8365,6.44,9.49,3.6487,42.79,8.5,-80.79,-18.64,0.0,91.25,3,36.99,4.47,-74.34,0.0,,8,,20260626
BTE,Baytex Energy Corp.,Energy,Oil & Gas E&P,NYSE,3.99,21817579,2886365952,0.1872,4.71,3.57,-3.8263,-18.42,20.68,98.26,41.94,0.0,61.25,3,5.36,1.76,-25.56,0.0,,8,,20260626
WPPGF,WPP plc,Communication Services,Advertising Agencies,PNK,3.52,483,3796406272,0.0914,3.55,3.97,-0.3797,3.01,-25.8,-74.02,-37.88,0.0,38.25,4,7.43,2.94,-52.62,0.0,,8,,20260626
BELFB,Bel Fuse Inc.,Technology,Electronic Components,NASDAQ,310.64,261400,4418141696,16.0793,277.35,205.01,2.0702,38.94,68.86,218.42,121.2,0.0,87.5,2,314.26,92.3,-1.15,0.0,,8,,20260626
BELFA,Bel Fuse Inc.,Technology,Electronic Components,NASDAQ,265.85,117564,3382331648,14.9522,248.41,182.86,1.1663,26.37,62.34,200.94,108.79,0.0,87.5,2,276.21,85.0,-3.75,0.0,,8,,20260626
INDB,Independent Bank Corp.,Financial Services,Banks - Regional,NASDAQ,85.19,350861,4110401024,1.6132,79.23,74.99,3.6945,1.18,7.8,21.29,11.54,0.0,88.75,2,87.0,61.19,-2.08,0.0,,8,,20260626
HHH,Howard Hughes Holdings Inc.,Real Estate,Real Estate - Development,NYSE,72.37,453950,4315031552,1.799,65.02,74.92,4.0847,-0.57,-13.88,-11.7,-9.68,0.0,74.5,3,91.07,61.01,-20.53,0.0,,8,,20260626
CCKRF,CCKRF,Healthcare,Pharmaceutical Retailers,PNK,14.0,20,3659767040,0.1359,16.38,15.91,-17.553,-37.42,-8.18,-8.19,-15.49,0.0,0.0,4,21.85,14.0,-35.93,0.0,,8,,20260626
BBAJF,"Banco del Bajío, S.A., Institución de Banca Múltiple",Financial Services,Banks - Regional,PNK,3.1,534,3688787968,0.0209,2.53,1.3,27.4362,155.28,200.98,-113617.73,-45337.93,0.0,75.0,2,3.38,2.23,-8.15,0.0,,8,,20260626
RNST,Renasant Corporation,Financial Services,Banks - Regional,NYSE,43.36,689506,4000919296,0.8965,40.5,37.31,3.1887,7.37,15.06,3.37,8.46,0.0,90.0,2,43.96,33.04,-1.36,0.0,,8,,20260626
MAUTF,Montage Gold Corp.,Basic Materials,Gold,OQX,10.41,162870,4197854208,1.1016,10.92,8.4,-0.46,-7.66,37.62,193.1,88.49,0.0,77.0,3,12.99,2.98,-19.86,0.0,,8,,20260626
