ticker,name,sector,industry,exchange,close,avg_volume_50d,market_cap,atr14,sma50,sma200,atr_extension,rs_3m,rs_6m,rs_12m,rs_score,rs_percentile,trend_strength,stage,52w_high,52w_low,pct_from_52w_high,rts_composite,rts_grade,rts_grade_rank,colour_band,run_date
MASI,Masimo Corporation,Healthcare,Medical Devices,NASDAQ,178.67,1207396,9356784640,0.4002,178.23,154.42,1.0914,-7.61,9.26,-11.02,-3.07,0.0,83.75,2,179.0,125.94,-0.18,0.0,,8,,20260526
RDEIY,"Redeia Corporación, S.A.",Utilities,Utilities - Regulated Electric,PNK,8.73,95048,9444574208,0.1508,8.61,9.0,0.7853,-17.8,-13.58,-43.35,-26.54,0.0,50.75,3,11.04,8.08,-20.92,0.0,,8,,20260526
NXSNF,"NextVision Stabilized Systems, Ltd.",Industrials,Security & Protection Services,PNK,101.6,271,9641852928,1.219,103.97,72.84,-1.9484,0.79,94.79,262.41,138.34,0.0,38.25,3,123.19,26.0,-17.53,0.0,,8,,20260526
EVKIY,Evonik Industries AG,Basic Materials,Specialty Chemicals,PNK,10.18,2350,9487760384,0.2701,9.81,8.79,1.3877,6.05,17.22,-36.04,-6.88,0.0,80.0,2,11.68,7.24,-12.81,0.0,,8,,20260526
BZZUF,Buzzi S.p.A.,Basic Materials,Building Materials,PNK,50.5,110,9004196864,0.3698,53.79,55.95,-8.8922,-17.07,-27.8,-27.87,-25.15,0.0,14.5,4,63.8,50.0,-20.85,0.0,,8,,20260526
UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,NYSE,51.1,225875,9707870208,1.3087,49.6,53.0,1.1462,-9.46,-11.84,-47.27,-25.42,0.0,75.75,3,64.75,41.95,-21.08,0.0,,8,,20260526
QABSY,Qantas Airways Limited,Industrials,Airlines,PNK,32.9,67706,9956850688,0.7447,30.79,33.4,2.8303,-19.05,-5.8,-27.06,-17.62,0.0,53.25,3,41.65,28.15,-21.01,0.0,,8,,20260526
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,NYSE,59.35,3022886,9432338432,2.1013,60.7,43.48,-0.6404,3.16,69.04,56.96,47.74,0.0,74.5,3,66.02,29.15,-10.1,0.0,,8,,20260526
LINE,"Lineage, Inc.",Real Estate,REIT - Industrial,NASDAQ,41.71,1020465,10458692608,1.4007,36.41,36.77,3.7805,1.96,14.53,-33.4,-7.79,0.0,91.25,3,46.99,31.33,-11.24,0.0,,8,,20260526
ASMVF,ASMPT Limited,Technology,Semiconductor Equipment & Materials,PNK,22.2,229,9275554816,0.3013,16.14,11.46,20.098,64.43,109.09,272.17,163.15,0.0,76.25,2,22.6,6.02,-1.77,0.0,,8,,20260526
CCOEF,"Capcom Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,PNK,22.21,1828,7759628288,0.1002,22.35,24.26,-1.4019,1.83,-27.76,-46.8,-27.98,0.0,50.25,4,32.23,18.55,-31.09,0.0,,8,,20260526
LZRFY,Localiza Rent a Car S.A.,Industrials,Rental & Leasing Services,OQX,8.74,57688,9574677504,0.5155,9.39,8.36,-1.266,-22.69,-7.36,-4.86,-10.19,0.0,37.5,3,11.76,5.98,-25.68,0.0,,8,,20260526
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,NASDAQ,290.32,812185,9844123648,17.1096,174.2,117.67,6.7867,104.58,248.62,324.16,242.83,0.0,92.5,2,294.0,60.35,-1.25,0.0,,8,,20260526
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets,NCM,26.08,18217080,9862183936,1.4176,18.23,16.59,5.5343,48.56,88.39,161.52,107.68,0.0,88.75,2,26.3,7.93,-0.84,0.0,,8,,20260526
ACM,AECOM,Industrials,Engineering & Construction,NYSE,72.47,1339441,9314056192,2.9621,82.16,104.46,-3.271,-33.21,-46.94,-61.96,-49.51,0.0,10.0,4,135.52,67.64,-46.52,0.0,,8,,20260526
REGMF,"RemeGen Co., Ltd.",Healthcare,Biotechnology,PNK,12.05,105,6791479808,0.0963,11.18,9.4,9.0437,5.81,-6.14,107.94,42.48,0.0,75.0,2,12.85,5.06,-6.23,0.0,,8,,20260526
ONBPP,Old National Bancorp,Financial Services,Banks - Regional,NASDAQ,24.75,18813,0,0.1734,24.6,24.31,0.8556,-9.78,-13.05,-24.39,-16.77,0.0,69.5,2,25.6,24.41,-3.32,0.0,,8,,20260526
ONB,Old National Bancorp,Financial Services,Banks - Regional,NASDAQ,24.26,3202920,9373409280,0.5165,23.13,22.44,2.1843,-7.7,5.62,-10.29,-4.08,0.0,86.25,2,26.17,19.39,-7.3,0.0,,8,,20260526
ONBPO,Old National Bancorp - Deposita,Financial Services,Banks - Regional,NASDAQ,24.79,8041,0,0.1408,24.63,24.31,1.1402,-9.23,-13.03,-24.08,-16.5,0.0,90.0,2,25.49,24.52,-2.75,0.0,,8,,20260526
SCRPF,Sembcorp Industries Ltd,Utilities,Utilities - Diversified,PNK,5.2,499,9245599744,0.0288,5.17,4.78,1.0437,5.03,-10.39,-32.08,-15.21,0.0,75.0,2,5.98,4.24,-13.04,0.0,,8,,20260526
ACLIF,Accelleron Industries AG,Industrials,Specialty Industrial Machinery,PNK,98.56,6,9268674560,0.9441,97.01,84.37,1.6366,20.28,10.02,42.09,25.41,0.0,75.0,2,109.3,59.0,-9.83,0.0,,8,,20260526
SSB,SouthState Bank Corporation,Financial Services,Banks - Regional,NYSE,95.56,877028,9333157888,2.1588,94.36,95.15,0.5577,-13.22,-2.94,-18.73,-11.83,0.0,60.0,3,108.46,84.48,-11.89,0.0,,8,,20260526
ALBKY,Alpha Bank S.A.,Financial Services,Banks - Regional,PNK,1.1,47868,10157751296,0.0614,1.03,0.99,1.18,-5.73,2.6,10.82,3.81,0.0,85.0,2,1.25,0.71,-12.0,0.0,,8,,20260526
JSAIY,J Sainsbury plc,Consumer Defensive,Grocery Stores,OQX,16.69,47040,9260577792,0.3885,18.09,17.64,-3.5947,-24.61,-17.16,-15.33,-18.29,0.0,19.5,4,19.9,15.24,-16.13,0.0,,8,,20260526
TX,Ternium S.A.,Basic Materials,Steel,NYSE,49.41,249703,9699562496,1.6655,41.29,37.82,4.8774,9.03,28.56,53.08,33.49,0.0,86.25,2,50.58,27.12,-2.31,0.0,,8,,20260526
MDDNF,Meridian Energy Limited,Utilities,Utilities - Renewable,PNK,3.48,393,9182930944,0.019,3.15,3.26,17.3166,4.0,-12.04,-36.43,-17.78,0.0,75.0,3,3.96,2.84,-12.12,0.0,,8,,20260526
NCLTY,"Nitori Holdings Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",PNK,7.78,137580,8792290304,0.3592,7.69,8.6,0.2509,-33.3,-19.99,-55.39,-37.48,0.0,52.0,3,11.56,6.9,-32.7,0.0,,8,,20260526
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,NASDAQ,132.6,12175398,8675115008,14.8232,81.19,30.69,3.4682,268.49,1287.49,8315.66,3844.01,0.0,91.25,2,143.16,1.45,-7.38,0.0,,8,,20260526
EQUEY,Equatorial S.A.,Utilities,Utilities - Regulated Electric,PNK,7.51,2141,9450130432,0.1742,8.32,7.4,-4.6704,-14.74,-10.57,-10.19,-11.46,0.0,52.5,3,9.59,6.02,-21.69,0.0,,8,,20260526
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,NYSE,48.78,2567018,9498463232,1.6186,49.33,53.12,-0.3377,-22.16,-5.54,-38.56,-22.9,0.0,35.25,4,67.18,43.96,-27.39,0.0,,8,,20260526
ACDSF,CapitaLand Ascendas REIT,Real Estate,REIT - Industrial,PNK,1.94,28641,9683240960,0.0562,1.96,2.05,-0.2848,-20.58,-12.65,-31.36,-22.12,0.0,26.5,4,2.5,1.6,-22.4,0.0,,8,,20260526
HDALF,Haidilao International Holding Ltd.,Consumer Cyclical,Restaurants,PNK,1.7,15431,9881577472,0.0779,1.93,1.78,-2.9439,-30.8,-13.89,-45.2,-30.64,0.0,15.75,4,2.41,1.48,-29.46,0.0,,8,,20260526
ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,NYSE,127.26,829871,9527108608,3.5039,111.84,117.31,4.3997,-4.81,-1.01,-0.9,-1.92,0.0,88.75,3,130.14,99.16,-2.21,0.0,,8,,20260526
CEF,Sprott Physical Gold and Silver Trust,Unknown,Unknown,NYSE,47.7,730755,8821040128,1.3143,48.08,43.91,-0.2882,-21.3,7.26,33.88,10.77,0.0,48.25,3,61.38,28.84,-22.29,0.0,,8,,20260526
AGX,"Argan, Inc.",Industrials,Engineering & Construction,NYSE,670.66,428190,9362724864,36.7646,605.81,391.83,1.7639,40.46,74.54,212.26,121.11,0.0,88.75,2,748.5,193.82,-10.4,0.0,,8,,20260526
AAL,American Airlines Group Inc.,Industrials,Airlines,NASDAQ,14.85,68021750,9818262528,0.6016,11.8,13.01,5.0614,3.39,5.6,0.02,2.81,0.0,88.75,3,16.5,10.09,-10.03,0.0,,8,,20260526
GMWKF,Games Workshop Group,Consumer Cyclical,Leisure,PNK,280.0,148,9252404224,11.2933,257.68,233.62,1.9765,10.32,2.06,-1.29,2.79,0.0,88.75,2,286.01,185.0,-2.1,0.0,,8,,20260526
SMNNY,Shimano Inc.,Consumer Cyclical,Leisure,PNK,10.37,194781,8856591360,0.3098,10.49,10.78,-0.4017,-12.85,-5.25,-53.68,-26.52,0.0,62.75,4,15.16,9.36,-31.6,0.0,,8,,20260526
